"","word","sentiment"
"2589","convince","trust"
"2590","convinced","trust"
"2591","convincing","trust"
"2592","cool","positive"
"2593","coolness","positive"
"2594","coop","anger"
"2595","coop","disgust"
"2596","coop","negative"
"2597","cooperate","positive"
"2598","cooperating","positive"
"2599","cooperating","trust"
"2600","cooperation","positive"
"2601","cooperation","trust"
"2602","cooperative","positive"
"2603","cooperative","trust"
"2604","cop","fear"
"2605","cop","trust"
"2606","copy","negative"
"2607","copycat","anger"
"2608","copycat","disgust"
"2609","copycat","negative"
"2610","core","positive"
"2611","coronation","joy"
"2612","coronation","positive"
"2613","coronation","trust"
"2614","coroner","negative"
"2615","corporal","negative"
"2616","corporation","positive"
"2617","corporation","trust"
"2618","corporeal","positive"
"2619","corpse","disgust"
"2620","corpse","negative"
"2621","corpse","sadness"
"2622","correction","negative"
"2623","corrective","positive"
"2624","correctness","trust"
"2625","correspondence","anticipation"
"2626","correspondence","positive"
"2627","corroborate","positive"
"2628","corroborate","trust"
"2629","corroboration","trust"
"2630","corrosion","negative"
"2631","corrosive","fear"
"2632","corrosive","negative"
"2633","corrupt","negative"
"2634","corrupting","anger"
"2635","corrupting","disgust"
"2636","corrupting","fear"
"2637","corrupting","negative"
"2638","corrupting","sadness"
"2639","corruption","disgust"
"2640","corruption","negative"
"2641","corse","sadness"
"2642","cosmopolitan","positive"
"2643","cosmopolitan","trust"
"2644","cosy","positive"
"2645","couch","sadness"
"2646","cough","disgust"
"2647","cough","negative"
"2648","council","anticipation"
"2649","council","positive"
"2650","council","trust"
"2651","counsel","positive"
"2652","counsel","trust"
"2653","counsellor","anger"
"2654","counsellor","fear"
"2655","counsellor","negative"
"2656","counsellor","trust"
"2657","counselor","positive"
"2658","counselor","trust"
"2659","count","positive"
"2660","count","trust"
"2661","countdown","anticipation"
"2662","countess","positive"
"2663","countryman","trust"
"2664","county","trust"
"2665","coup","anger"
"2666","coup","surprise"
"2667","courage","positive"
"2668","courageous","fear"
"2669","courageous","positive"
"2670","courier","trust"
"2671","coursing","negative"
"2672","court","anger"
"2673","court","anticipation"
"2674","court","fear"
"2675","courteous","positive"
"2676","courtesy","positive"
"2677","courtship","anticipation"
"2678","courtship","joy"
"2679","courtship","positive"
"2680","courtship","trust"
"2681","cove","anticipation"
"2682","cove","disgust"
"2683","cove","fear"
"2684","cove","joy"
"2685","cove","positive"
"2686","covenant","positive"
"2687","covenant","trust"
"2688","cover","trust"
"2689","covet","negative"
"2690","coward","disgust"
"2691","coward","fear"
"2692","coward","negative"
"2693","coward","sadness"
"2694","cowardice","fear"
"2695","cowardice","negative"
"2696","cowardly","fear"
"2697","cowardly","negative"
"2698","coy","fear"
"2699","coyote","fear"
"2700","crabby","anger"
"2701","crabby","negative"
"2702","crack","negative"
"2703","cracked","anger"
"2704","cracked","fear"
"2705","cracked","negative"
"2706","cracking","negative"
"2707","cradle","anticipation"
"2708","cradle","joy"
"2709","cradle","positive"
"2710","cradle","trust"
"2711","craft","positive"
"2712","craftsman","positive"
"2713","cramp","anticipation"
"2714","cramp","negative"
"2715","cramped","negative"
"2716","crank","negative"
"2717","cranky","anger"
"2718","cranky","negative"
"2719","crap","disgust"
"2720","crap","negative"
"2721","craps","anticipation"
"2722","crash","fear"
"2723","crash","negative"
"2724","crash","sadness"
"2725","crash","surprise"
"2726","crave","anticipation"
"2727","craving","anticipation"
"2728","crawl","disgust"
"2729","crawl","negative"
"2730","crazed","anger"
"2731","crazed","fear"
"2732","crazed","negative"
"2733","crazy","anger"
"2734","crazy","fear"
"2735","crazy","negative"
"2736","crazy","sadness"
"2737","creaking","negative"
"2738","cream","anticipation"
"2739","cream","joy"
"2740","cream","positive"
"2741","cream","surprise"
"2742","create","joy"
"2743","create","positive"
"2744","creative","positive"
"2745","creature","disgust"
"2746","creature","fear"
"2747","creature","negative"
"2748","credence","positive"
"2749","credence","trust"
"2750","credential","positive"
"2751","credential","trust"
"2752","credibility","positive"
"2753","credibility","trust"
"2754","credible","positive"
"2755","credible","trust"
"2756","credit","positive"
"2757","credit","trust"
"2758","creditable","positive"
"2759","creditable","trust"
"2760","credited","positive"
"2761","creep","negative"
"2762","creeping","anticipation"
"2763","cremation","sadness"
"2764","crescendo","anticipation"
"2765","crescendo","joy"
"2766","crescendo","positive"
"2767","crescendo","surprise"
"2768","crescendo","trust"
"2769","crew","trust"
"2770","crime","anger"
"2771","crime","negative"
"2772","criminal","anger"
"2773","criminal","disgust"
"2774","criminal","fear"
"2775","criminal","negative"
"2776","criminality","anger"
"2777","criminality","disgust"
"2778","criminality","fear"
"2779","criminality","negative"
"2780","cringe","disgust"
"2781","cringe","fear"
"2782","cringe","negative"
"2783","cringe","sadness"
"2784","cripple","fear"
"2785","cripple","negative"
"2786","cripple","sadness"
"2787","crippled","negative"
"2788","crippled","sadness"
"2789","crisis","negative"
"2790","crisp","negative"
"2791","crisp","trust"
"2792","critic","negative"
"2793","criticism","anger"
"2794","criticism","negative"
"2795","criticism","sadness"
"2796","criticize","anger"
"2797","criticize","disgust"
"2798","criticize","fear"
"2799","criticize","negative"
"2800","criticize","sadness"
"2801","critique","positive"
"2802","critter","disgust"
"2803","crocodile","fear"
"2804","crook","negative"
"2805","cross","anger"
"2806","cross","fear"
"2807","cross","negative"
"2808","cross","sadness"
"2809","crouch","fear"
"2810","crouching","fear"
"2811","crouching","negative"
"2812","crowning","anticipation"
"2813","crowning","joy"
"2814","crowning","positive"
"2815","crowning","surprise"
"2816","crowning","trust"
"2817","crucial","positive"
"2818","crucial","trust"
"2819","cruciate","negative"
"2820","crucifixion","anger"
"2821","crucifixion","disgust"
"2822","crucifixion","fear"
"2823","crucifixion","negative"
"2824","crucifixion","sadness"
"2825","crude","disgust"
"2826","crude","negative"
"2827","cruel","anger"
"2828","cruel","disgust"
"2829","cruel","fear"
"2830","cruel","negative"
"2831","cruel","sadness"
"2832","cruelly","anger"
"2833","cruelly","fear"
"2834","cruelly","negative"
"2835","cruelty","anger"
"2836","cruelty","disgust"
"2837","cruelty","fear"
"2838","cruelty","negative"
"2839","cruelty","sadness"
"2840","crumbling","negative"
"2841","crumbling","sadness"
"2842","crunch","anger"
"2843","crunch","negative"
"2844","crusade","anger"
"2845","crusade","fear"
"2846","crusade","negative"
"2847","crushed","anger"
"2848","crushed","disgust"
"2849","crushed","fear"
"2850","crushed","negative"
"2851","crushed","sadness"
"2852","crushing","anger"
"2853","crushing","disgust"
"2854","crushing","fear"
"2855","crushing","negative"
"2856","crusty","disgust"
"2857","crusty","negative"
"2858","cry","negative"
"2859","cry","sadness"
"2860","crying","negative"
"2861","crying","sadness"
"2862","crypt","fear"
"2863","crypt","negative"
"2864","crypt","sadness"
"2865","crystal","positive"
"2866","cube","trust"
"2867","cuckold","disgust"
"2868","cuckold","negative"
"2869","cuckoo","negative"
"2870","cuddle","joy"
"2871","cuddle","positive"
"2872","cuddle","trust"
"2873","cue","anticipation"
"2874","culinary","positive"
"2875","culinary","trust"
"2876","cull","negative"
"2877","culmination","positive"
"2878","culpability","negative"
"2879","culpable","negative"
"2880","culprit","negative"
"2881","cult","fear"
"2882","cult","negative"
"2883","cultivate","anticipation"
"2884","cultivate","positive"
"2885","cultivate","trust"
"2886","cultivated","positive"
"2887","cultivation","positive"
"2888","culture","positive"
"2889","cumbersome","negative"
"2890","cumbersome","sadness"
"2891","cunning","negative"
"2892","cunning","positive"
"2893","cupping","disgust"
"2894","cupping","fear"
"2895","cupping","negative"
"2896","cupping","sadness"
"2897","cur","anger"
"2898","cur","disgust"
"2899","cur","fear"
"2900","cur","negative"
"2901","curable","positive"
"2902","curable","trust"
"2903","curiosity","anticipation"
"2904","curiosity","positive"
"2905","curiosity","surprise"
"2906","curl","positive"
"2907","curse","anger"
"2908","curse","disgust"
"2909","curse","fear"
"2910","curse","negative"
"2911","curse","sadness"
"2912","cursed","anger"
"2913","cursed","fear"
"2914","cursed","negative"
"2915","cursed","sadness"
"2916","cursing","anger"
"2917","cursing","disgust"
"2918","cursing","negative"
"2919","cursory","negative"
"2920","cushion","positive"
"2921","cussed","anger"
"2922","custodian","trust"
"2923","custody","trust"
"2924","customer","positive"
"2925","cute","positive"
"2926","cutter","fear"
"2927","cutter","negative"
"2928","cutters","positive"
"2929","cutthroat","anger"
"2930","cutthroat","fear"
"2931","cutthroat","negative"
"2932","cutting","anger"
"2933","cutting","disgust"
"2934","cutting","fear"
"2935","cutting","negative"
"2936","cutting","sadness"
"2937","cyanide","fear"
"2938","cyanide","negative"
"2939","cyclone","fear"
"2940","cyclone","negative"
"2941","cyclone","surprise"
"2942","cyst","fear"
"2943","cyst","negative"
"2944","cyst","sadness"
"2945","cystic","disgust"
"2946","cytomegalovirus","negative"
"2947","cytomegalovirus","sadness"
"2948","dabbling","anger"
"2949","dabbling","disgust"
"2950","dabbling","negative"
"2951","daemon","anger"
"2952","daemon","disgust"
"2953","daemon","fear"
"2954","daemon","negative"
"2955","daemon","sadness"
"2956","daemon","surprise"
"2957","daft","disgust"
"2958","daft","negative"
"2959","dagger","fear"
"2960","dagger","negative"
"2961","daily","anticipation"
"2962","damage","anger"
"2963","damage","disgust"
"2964","damage","negative"
"2965","damage","sadness"
"2966","damages","negative"
"2967","damages","sadness"
"2968","dame","anger"
"2969","dame","disgust"
"2970","dame","positive"
"2971","dame","trust"
"2972","damn","anger"
"2973","damn","disgust"
"2974","damn","negative"
"2975","damnation","anger"
"2976","damnation","fear"
"2977","damnation","negative"
"2978","damnation","sadness"
"2979","damned","negative"
"2980","damper","negative"
"2981","dance","joy"
"2982","dance","positive"
"2983","dance","trust"
"2984","dandruff","negative"
"2985","dandy","disgust"
"2986","dandy","negative"
"2987","danger","fear"
"2988","danger","negative"
"2989","danger","sadness"
"2990","dangerous","fear"
"2991","dangerous","negative"
"2992","dank","disgust"
"2993","dare","anticipation"
"2994","dare","trust"
"2995","daring","positive"
"2996","dark","sadness"
"2997","darken","fear"
"2998","darken","negative"
"2999","darken","sadness"
"3000","darkened","fear"
"3001","darkened","negative"
"3002","darkened","sadness"
"3003","darkness","anger"
"3004","darkness","fear"
"3005","darkness","negative"
"3006","darkness","sadness"
"3007","darling","joy"
"3008","darling","positive"
"3009","darling","trust"
"3010","dart","fear"
"3011","dashed","anger"
"3012","dashed","fear"
"3013","dashed","negative"
"3014","dashed","sadness"
"3015","dashing","positive"
"3016","dastardly","anger"
"3017","dastardly","disgust"
"3018","dastardly","fear"
"3019","dastardly","negative"
"3020","daughter","joy"
"3021","daughter","positive"
"3022","dawn","anticipation"
"3023","dawn","joy"
"3024","dawn","positive"
"3025","dawn","surprise"
"3026","dawn","trust"
"3027","dazed","negative"
"3028","deacon","trust"
"3029","deactivate","negative"
"3030","deadlock","negative"
"3031","deadly","anger"
"3032","deadly","disgust"
"3033","deadly","fear"
"3034","deadly","negative"
"3035","deadly","sadness"
"3036","deal","anticipation"
"3037","deal","joy"
"3038","deal","positive"
"3039","deal","surprise"
"3040","deal","trust"
"3041","dealings","trust"
"3042","dear","positive"
"3043","death","anger"
"3044","death","anticipation"
"3045","death","disgust"
"3046","death","fear"
"3047","death","negative"
"3048","death","sadness"
"3049","death","surprise"
"3050","debacle","fear"
"3051","debacle","negative"
"3052","debacle","sadness"
"3053","debate","positive"
"3054","debauchery","disgust"
"3055","debauchery","fear"
"3056","debauchery","negative"
"3057","debenture","anticipation"
"3058","debris","disgust"
"3059","debris","negative"
"3060","debt","negative"
"3061","debt","sadness"
"3062","debtor","negative"
"3063","decay","fear"
"3064","decay","negative"
"3065","decay","sadness"
"3066","decayed","disgust"
"3067","decayed","negative"
"3068","decayed","sadness"
"3069","deceased","negative"
"3070","deceased","sadness"
"3071","deceit","anger"
"3072","deceit","disgust"
"3073","deceit","fear"
"3074","deceit","negative"
"3075","deceit","sadness"
"3076","deceit","surprise"
"3077","deceitful","disgust"
"3078","deceitful","negative"
"3079","deceitful","sadness"
"3080","deceive","anger"
"3081","deceive","disgust"
"3082","deceive","negative"
"3083","deceive","sadness"
"3084","deceived","anger"
"3085","deceived","negative"
"3086","deceiving","negative"
"3087","deceiving","trust"
"3088","decency","positive"
"3089","decent","positive"
"3090","deception","negative"
"3091","deceptive","negative"
"3092","declaratory","positive"
"3093","declination","negative"
"3094","decline","negative"
"3095","declining","negative"
"3096","decompose","disgust"
"3097","decomposed","sadness"
"3098","decomposition","disgust"
"3099","decomposition","fear"
"3100","decomposition","negative"
"3101","decomposition","sadness"
"3102","decoy","surprise"
"3103","decrease","negative"
"3104","decrement","negative"
"3105","decrepit","negative"
"3106","decry","anger"
"3107","decry","negative"
"3108","dedication","positive"
"3109","deduct","negative"
"3110","deed","trust"
"3111","defamation","disgust"
"3112","defamation","fear"
"3113","defamation","negative"
"3114","defamatory","anger"
"3115","defamatory","negative"
"3116","default","disgust"
"3117","default","fear"
"3118","default","negative"
"3119","default","sadness"
"3120","defeat","negative"
"3121","defeated","negative"
"3122","defeated","sadness"
"3123","defect","anger"
"3124","defect","negative"
"3125","defection","fear"
"3126","defection","negative"
"3127","defective","disgust"
"3128","defective","negative"
"3129","defend","fear"
"3130","defend","positive"
"3131","defendant","anger"
"3132","defendant","fear"
"3133","defendant","sadness"
"3134","defended","positive"
"3135","defended","trust"
"3136","defender","positive"
"3137","defender","trust"
"3138","defending","positive"
"3139","defense","anger"
"3140","defense","anticipation"
"3141","defense","fear"
"3142","defense","positive"
"3143","defenseless","fear"
"3144","defenseless","negative"
"3145","defenseless","sadness"
"3146","deference","positive"
"3147","deference","trust"
"3148","deferral","negative"
"3149","defiance","anger"
"3150","defiance","disgust"
"3151","defiance","fear"
"3152","defiance","negative"
"3153","defiant","anger"
"3154","defiant","negative"
"3155","deficiency","negative"
"3156","deficit","negative"
"3157","definitive","positive"
"3158","definitive","trust"
"3159","deflate","anger"
"3160","deflate","negative"
"3161","deflate","sadness"
"3162","deflation","fear"
"3163","deflation","negative"
"3164","deform","disgust"
"3165","deform","negative"
"3166","deformed","disgust"
"3167","deformed","negative"
"3168","deformed","sadness"
"3169","deformity","disgust"
"3170","deformity","fear"
"3171","deformity","negative"
"3172","deformity","sadness"
"3173","defraud","anger"
"3174","defraud","disgust"
"3175","defraud","negative"
"3176","defunct","negative"
"3177","defunct","sadness"
"3178","defy","anger"
"3179","defy","fear"
"3180","defy","negative"
"3181","defy","sadness"
"3182","defy","surprise"
"3183","degeneracy","anger"
"3184","degeneracy","disgust"
"3185","degeneracy","negative"
"3186","degeneracy","sadness"
"3187","degenerate","negative"
"3188","degradation","negative"
"3189","degrade","disgust"
"3190","degrade","negative"
"3191","degrading","disgust"
"3192","degrading","fear"
"3193","degrading","negative"
"3194","degrading","sadness"
"3195","degree","positive"
"3196","delay","anger"
"3197","delay","disgust"
"3198","delay","fear"
"3199","delay","negative"
"3200","delay","sadness"
"3201","delayed","negative"
"3202","delectable","positive"
"3203","delegate","positive"
"3204","delegate","trust"
"3205","deleterious","anger"
"3206","deleterious","disgust"
"3207","deleterious","fear"
"3208","deleterious","negative"
"3209","deletion","negative"
"3210","deliberate","positive"
"3211","delicious","joy"
"3212","delicious","positive"
"3213","delight","anticipation"
"3214","delight","joy"
"3215","delight","positive"
"3216","delighted","anticipation"
"3217","delighted","joy"
"3218","delighted","positive"
"3219","delighted","surprise"
"3220","delightful","anticipation"
"3221","delightful","joy"
"3222","delightful","positive"
"3223","delightful","trust"
"3224","delinquency","negative"
"3225","delinquent","anger"
"3226","delinquent","disgust"
"3227","delinquent","negative"
"3228","delirious","negative"
"3229","delirious","sadness"
"3230","delirium","disgust"
"3231","delirium","negative"
"3232","delirium","sadness"
"3233","deliverance","anticipation"
"3234","deliverance","joy"
"3235","deliverance","positive"
"3236","deliverance","trust"
"3237","delivery","anticipation"
"3238","delivery","positive"
"3239","deluge","fear"
"3240","deluge","negative"
"3241","deluge","sadness"
"3242","deluge","surprise"
"3243","delusion","anger"
"3244","delusion","fear"
"3245","delusion","negative"
"3246","delusion","sadness"
"3247","delusional","anger"
"3248","delusional","fear"
"3249","delusional","negative"
"3250","demand","anger"
"3251","demand","negative"
"3252","demanding","negative"
"3253","demented","fear"
"3254","demented","negative"
"3255","dementia","fear"
"3256","dementia","negative"
"3257","dementia","sadness"
"3258","demise","fear"
"3259","demise","negative"
"3260","demise","sadness"
"3261","democracy","positive"
"3262","demolish","anger"
"3263","demolish","negative"
"3264","demolish","sadness"
"3265","demolition","negative"
"3266","demon","anger"
"3267","demon","disgust"
"3268","demon","fear"
"3269","demon","negative"
"3270","demon","sadness"
"3271","demonic","anger"
"3272","demonic","disgust"
"3273","demonic","fear"
"3274","demonic","negative"
"3275","demonic","sadness"
"3276","demonstrable","positive"
"3277","demonstrative","joy"
"3278","demonstrative","positive"
"3279","demonstrative","sadness"
"3280","demoralized","fear"
"3281","demoralized","negative"
"3282","demoralized","sadness"
"3283","denial","negative"
"3284","denied","negative"
"3285","denied","sadness"
"3286","denounce","anger"
"3287","denounce","disgust"
"3288","denounce","negative"
"3289","dentistry","fear"
"3290","denunciation","anger"
"3291","denunciation","disgust"
"3292","denunciation","fear"
"3293","denunciation","negative"
"3294","deny","anger"
"3295","deny","negative"
"3296","denying","anticipation"
"3297","denying","negative"
"3298","depart","anticipation"
"3299","depart","sadness"
"3300","departed","negative"
"3301","departed","sadness"
"3302","departure","negative"
"3303","departure","sadness"
"3304","depend","anticipation"
"3305","depend","trust"
"3306","dependence","fear"
"3307","dependence","negative"
"3308","dependence","sadness"
"3309","dependency","negative"
"3310","dependent","negative"
"3311","dependent","positive"
"3312","dependent","trust"
"3313","deplorable","anger"
"3314","deplorable","disgust"
"3315","deplorable","fear"
"3316","deplorable","negative"
"3317","deplorable","sadness"
"3318","deplore","anger"
"3319","deplore","disgust"
"3320","deplore","negative"
"3321","deplore","sadness"
"3322","deport","fear"
"3323","deport","negative"
"3324","deport","sadness"
"3325","deportation","anger"
"3326","deportation","fear"
"3327","deportation","negative"
"3328","deportation","sadness"
"3329","depository","trust"
"3330","depraved","anger"
"3331","depraved","anticipation"
"3332","depraved","disgust"
"3333","depraved","fear"
"3334","depraved","negative"
"3335","depraved","sadness"
"3336","depravity","anger"
"3337","depravity","disgust"
"3338","depravity","negative"
"3339","depreciate","anger"
"3340","depreciate","disgust"
"3341","depreciate","negative"
"3342","depreciated","anger"
"3343","depreciated","disgust"
"3344","depreciated","fear"
"3345","depreciated","negative"
"3346","depreciated","sadness"
"3347","depreciation","fear"
"3348","depreciation","negative"
"3349","depress","fear"
"3350","depress","negative"
"3351","depress","sadness"
"3352","depressed","anger"
"3353","depressed","fear"
"3354","depressed","negative"
"3355","depressed","sadness"
"3356","depressing","disgust"
"3357","depressing","negative"
"3358","depressing","sadness"
"3359","depression","negative"
"3360","depression","sadness"
"3361","depressive","negative"
"3362","depressive","sadness"
"3363","deprivation","anger"
"3364","deprivation","disgust"
"3365","deprivation","fear"
"3366","deprivation","negative"
"3367","deprivation","sadness"
"3368","depth","positive"
"3369","depth","trust"
"3370","deputy","trust"
"3371","deranged","anger"
"3372","deranged","disgust"
"3373","deranged","fear"
"3374","deranged","negative"
"3375","derelict","negative"
"3376","derision","anger"
"3377","derision","disgust"
"3378","derision","negative"
"3379","dermatologist","trust"
"3380","derogation","anger"
"3381","derogation","disgust"
"3382","derogation","fear"
"3383","derogation","negative"
"3384","derogation","sadness"
"3385","derogatory","anger"
"3386","derogatory","disgust"
"3387","derogatory","fear"
"3388","derogatory","negative"
"3389","derogatory","sadness"
"3390","descent","fear"
"3391","descent","sadness"
"3392","descriptive","positive"
"3393","desecration","anger"
"3394","desecration","disgust"
"3395","desecration","fear"
"3396","desecration","negative"
"3397","desecration","sadness"
"3398","desert","anger"
"3399","desert","disgust"
"3400","desert","fear"
"3401","desert","negative"
"3402","desert","sadness"
"3403","deserted","anger"
"3404","deserted","disgust"
"3405","deserted","fear"
"3406","deserted","negative"
"3407","deserted","sadness"
"3408","desertion","negative"
"3409","deserve","anger"
"3410","deserve","anticipation"
"3411","deserve","positive"
"3412","deserve","trust"
"3413","deserved","positive"
"3414","designation","trust"
"3415","designer","positive"
"3416","desirable","positive"
"3417","desiring","positive"
"3418","desirous","positive"
"3419","desist","anger"
"3420","desist","disgust"
"3421","desist","negative"
"3422","desolation","fear"
"3423","desolation","negative"
"3424","desolation","sadness"
"3425","despair","anger"
"3426","despair","disgust"
"3427","despair","fear"
"3428","despair","negative"
"3429","despair","sadness"
"3430","despairing","fear"
"3431","despairing","negative"
"3432","despairing","sadness"
"3433","desperate","negative"
"3434","despicable","anger"
"3435","despicable","disgust"
"3436","despicable","negative"
"3437","despise","anger"
"3438","despise","disgust"
"3439","despise","negative"
"3440","despotic","fear"
"3441","despotic","negative"
"3442","despotism","anger"
"3443","despotism","disgust"
"3444","despotism","fear"
"3445","despotism","negative"
"3446","despotism","sadness"
"3447","destination","anticipation"
"3448","destination","fear"
"3449","destination","joy"
"3450","destination","positive"
"3451","destination","sadness"
"3452","destination","surprise"
"3453","destined","anticipation"
"3454","destitute","fear"
"3455","destitute","negative"
"3456","destitute","sadness"
"3457","destroyed","anger"
"3458","destroyed","fear"
"3459","destroyed","negative"
"3460","destroyed","sadness"
"3461","destroyer","anger"
"3462","destroyer","fear"
"3463","destroyer","negative"
"3464","destroying","anger"
"3465","destroying","fear"
"3466","destroying","negative"
"3467","destroying","sadness"
"3468","destruction","anger"
"3469","destruction","negative"
"3470","destructive","anger"
"3471","destructive","disgust"
"3472","destructive","fear"
"3473","destructive","negative"
"3474","detachment","negative"
"3475","detain","negative"
"3476","detainee","anger"
"3477","detainee","anticipation"
"3478","detainee","fear"
"3479","detainee","negative"
"3480","detainee","sadness"
"3481","detect","positive"
"3482","detection","positive"
"3483","detention","negative"
"3484","detention","sadness"
"3485","deteriorate","fear"
"3486","deteriorate","negative"
"3487","deteriorate","sadness"
"3488","deteriorated","disgust"
"3489","deteriorated","negative"
"3490","deteriorated","sadness"
"3491","deterioration","anger"
"3492","deterioration","disgust"
"3493","deterioration","fear"
"3494","deterioration","negative"
"3495","deterioration","sadness"
"3496","determinate","anticipation"
"3497","determinate","trust"
"3498","determination","positive"
"3499","determination","trust"
"3500","determined","positive"
"3501","detest","anger"
"3502","detest","disgust"
"3503","detest","negative"
"3504","detonate","fear"
"3505","detonate","negative"
"3506","detonate","surprise"
"3507","detonation","anger"
"3508","detract","anger"
"3509","detract","negative"
"3510","detriment","negative"
"3511","detrimental","negative"
"3512","detritus","negative"
"3513","devastate","anger"
"3514","devastate","fear"
"3515","devastate","negative"
"3516","devastate","sadness"
"3517","devastating","anger"
"3518","devastating","disgust"
"3519","devastating","fear"
"3520","devastating","negative"
"3521","devastating","sadness"
"3522","devastating","trust"
"3523","devastation","anger"
"3524","devastation","fear"
"3525","devastation","negative"
"3526","devastation","sadness"
"3527","devastation","surprise"
"3528","develop","anticipation"
"3529","develop","positive"
"3530","deviation","sadness"
"3531","devil","anger"
"3532","devil","anticipation"
"3533","devil","disgust"
"3534","devil","fear"
"3535","devil","negative"
"3536","devil","sadness"
"3537","devilish","disgust"
"3538","devilish","fear"
"3539","devilish","negative"
"3540","devious","negative"
"3541","devolution","negative"
"3542","devotional","positive"
"3543","devotional","trust"
"3544","devour","negative"
"3545","devout","anticipation"
"3546","devout","joy"
"3547","devout","positive"
"3548","devout","trust"
"3549","dexterity","positive"
"3550","diabolical","anger"
"3551","diabolical","disgust"
"3552","diabolical","fear"
"3553","diabolical","negative"
"3554","diagnosis","anticipation"
"3555","diagnosis","fear"
"3556","diagnosis","negative"
"3557","diagnosis","trust"
"3558","diamond","joy"
"3559","diamond","positive"
"3560","diaper","disgust"
"3561","diarrhoea","disgust"
"3562","diary","joy"
"3563","diary","positive"
"3564","diary","trust"
"3565","diatribe","anger"
"3566","diatribe","disgust"
"3567","diatribe","negative"
"3568","dictator","fear"
"3569","dictator","negative"
"3570","dictatorial","anger"
"3571","dictatorial","negative"
"3572","dictatorship","anger"
"3573","dictatorship","anticipation"
"3574","dictatorship","disgust"
"3575","dictatorship","fear"
"3576","dictatorship","negative"
"3577","dictatorship","sadness"
"3578","dictionary","positive"
"3579","dictionary","trust"
"3580","dictum","trust"
"3581","didactic","positive"
"3582","die","fear"
"3583","die","negative"
"3584","die","sadness"
"3585","dietary","anticipation"
"3586","dietary","positive"
"3587","differential","trust"
"3588","differently","surprise"
"3589","difficult","fear"
"3590","difficulties","negative"
"3591","difficulties","sadness"
"3592","difficulty","anger"
"3593","difficulty","fear"
"3594","difficulty","negative"
"3595","difficulty","sadness"
"3596","digit","trust"
"3597","dignified","positive"
"3598","dignity","positive"
"3599","dignity","trust"
"3600","digress","anticipation"
"3601","digress","negative"
"3602","dike","fear"
"3603","dilapidated","disgust"
"3604","dilapidated","negative"
"3605","dilapidated","sadness"
"3606","diligence","positive"
"3607","diligence","trust"
"3608","dilute","negative"
"3609","diminish","negative"
"3610","diminish","sadness"
"3611","diminished","negative"
"3612","din","negative"
"3613","dinner","positive"
"3614","dinosaur","fear"
"3615","diplomacy","anticipation"
"3616","diplomacy","positive"
"3617","diplomacy","trust"
"3618","diplomatic","positive"
"3619","diplomatic","trust"
"3620","dire","disgust"
"3621","dire","fear"
"3622","dire","negative"
"3623","dire","sadness"
"3624","dire","surprise"
"3625","director","positive"
"3626","director","trust"
"3627","dirt","disgust"
"3628","dirt","negative"
"3629","dirty","disgust"
"3630","dirty","negative"
"3631","disability","negative"
"3632","disability","sadness"
"3633","disable","fear"
"3634","disable","negative"
"3635","disable","sadness"
"3636","disabled","fear"
"3637","disabled","negative"
"3638","disabled","sadness"
"3639","disaffected","negative"
"3640","disagree","anger"
"3641","disagree","negative"
"3642","disagreeing","anger"
"3643","disagreeing","negative"
"3644","disagreeing","sadness"
"3645","disagreement","anger"
"3646","disagreement","negative"
"3647","disagreement","sadness"
"3648","disallowed","anger"
"3649","disallowed","disgust"
"3650","disallowed","fear"
"3651","disallowed","negative"
"3652","disallowed","sadness"
"3653","disappear","fear"
"3654","disappoint","anger"
"3655","disappoint","disgust"
"3656","disappoint","negative"
"3657","disappoint","sadness"
"3658","disappointed","anger"
"3659","disappointed","disgust"
"3660","disappointed","negative"
"3661","disappointed","sadness"
"3662","disappointing","negative"
"3663","disappointing","sadness"
"3664","disappointment","disgust"
"3665","disappointment","negative"
"3666","disappointment","sadness"
"3667","disapproval","negative"
"3668","disapproval","sadness"
"3669","disapprove","anger"
"3670","disapprove","disgust"
"3671","disapprove","fear"
"3672","disapprove","negative"
"3673","disapprove","sadness"
"3674","disapproved","anger"
"3675","disapproved","negative"
"3676","disapproved","sadness"
"3677","disapproving","anger"
"3678","disapproving","disgust"
"3679","disapproving","negative"
"3680","disapproving","sadness"
"3681","disaster","anger"
"3682","disaster","disgust"
"3683","disaster","fear"
"3684","disaster","negative"
"3685","disaster","sadness"
"3686","disaster","surprise"
"3687","disastrous","anger"
"3688","disastrous","fear"
"3689","disastrous","negative"
"3690","disastrous","sadness"
"3691","disbelieve","negative"
"3692","discards","negative"
"3693","discharge","negative"
"3694","disciple","trust"
"3695","discipline","fear"
"3696","discipline","negative"
"3697","disclaim","anger"
"3698","disclaim","disgust"
"3699","disclaim","negative"
"3700","disclaim","trust"
"3701","disclosed","trust"
"3702","discoloration","disgust"
"3703","discoloration","negative"
"3704","discolored","disgust"
"3705","discolored","negative"
"3706","discolored","sadness"
"3707","discomfort","negative"
"3708","discomfort","sadness"
"3709","disconnect","negative"
"3710","disconnect","sadness"
"3711","disconnected","negative"
"3712","disconnected","sadness"
"3713","disconnection","negative"
"3714","discontent","anger"
"3715","discontent","disgust"
"3716","discontent","fear"
"3717","discontent","negative"
"3718","discontent","sadness"
"3719","discontinue","negative"
"3720","discontinuity","disgust"
"3721","discontinuity","fear"
"3722","discontinuity","negative"
